stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
17,,"BOUZONVILLE",,49.137809,6.217147,,https://services.lemet.fr/fr/biv/arret/104774,0,,1
18,,"BOUZONVILLE",,49.137757,6.217148,,https://services.lemet.fr/fr/biv/arret/104774,0,,1
5016,,"BRAZZA",,49.057216,6.167581,,https://services.lemet.fr/fr/biv/arret/7268,0,,1
784,,"BREUIL",,49.160455,6.225830,,https://services.lemet.fr/fr/biv/arret/1471,0,,2
783,,"BREUIL",,49.160373,6.225746,,https://services.lemet.fr/fr/biv/arret/1471,0,,2
6300,,"HENRI BERGSON",,49.108553,6.220678,,https://services.lemet.fr/fr/biv/arret/1619,0,,1
6305,,"HENRI BERGSON",,49.108553,6.220678,,https://services.lemet.fr/fr/biv/arret/1619,0,,1
882,,"BRIEY",,49.159982,6.104300,,https://services.lemet.fr/fr/biv/arret/105994,0,,1
881,,"BRIEY",,49.159996,6.104423,,https://services.lemet.fr/fr/biv/arret/105994,0,,1
330,,"BRION",,49.129720,6.133051,,https://services.lemet.fr/fr/biv/arret/7508,0,,1
321,,"BRION",,49.129800,6.134161,,https://services.lemet.fr/fr/biv/arret/7508,0,,1
215,,"BEAU RIVAGE",,49.115957,6.150888,,https://services.lemet.fr/fr/biv/arret/1495,0,,1
206,,"BEAU RIVAGE",,49.115925,6.150958,,https://services.lemet.fr/fr/biv/arret/1495,0,,1
410,,"BUCHOZ",,49.135377,6.149340,,https://services.lemet.fr/fr/biv/arret/1464,0,,1
399,,"BUCHOZ",,49.135269,6.149745,,https://services.lemet.fr/fr/biv/arret/1464,0,,1
331,,"JEAN BURGER",,49.127914,6.194890,,,0,,1
423,,"LA BUTTE",,49.133180,6.147326,,https://services.lemet.fr/fr/biv/arret/7346,0,,1
415,,"LA BUTTE",,49.132846,6.147001,,https://services.lemet.fr/fr/biv/arret/7346,0,,1
406,,"CAILLOUX",,49.134823,6.137339,,https://services.lemet.fr/fr/biv/arret/7509,0,,2
403,,"CAILLOUX",,49.134414,6.136247,,https://services.lemet.fr/fr/biv/arret/7509,0,,2
5022,,"CAMELIAS",,49.065974,6.159642,,https://services.lemet.fr/fr/biv/arret/26278,0,,2
839,,"CARCAN",,49.093697,6.086800,,https://services.lemet.fr/fr/biv/arret/1603,0,,2
838,,"CARCAN",,49.093788,6.086953,,https://services.lemet.fr/fr/biv/arret/1603,0,,2
726,,"CARREFOUR",,49.144461,6.127705,,https://services.lemet.fr/fr/biv/arret/1462,0,,2
729,,"CARREFOUR",,49.144416,6.127746,,https://services.lemet.fr/fr/biv/arret/1462,0,,2
606,,"CARRIERES",,49.130021,6.209006,,https://services.lemet.fr/fr/biv/arret/7301,0,,1
5042,,"CARRIERES",,49.129943,6.209638,,https://services.lemet.fr/fr/biv/arret/7301,0,,1
6060,,"RENE CASSIN",,49.135897,6.165947,,https://services.lemet.fr/fr/biv/arret/7385,0,,1
